S.No,Gender,Age_Group,Skin_Type,Skin_Concern,Recommended_Products
1,Male,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2315,Male,36-40,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2316,Female,26-30,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2317,Male,41-45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2318,Male,15-20,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2319,Female,Above 45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2320,Male,41-45,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2321,Female,36-40,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2322,Male,31-35,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2323,Male,41-45,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2324,Male,21-25,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2325,Male,26-30,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2326,Male,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2327,Female,41-45,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2328,Male,36-40,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2329,Female,41-45,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2330,Female,36-40,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2331,Male,21-25,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2332,Male,21-25,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2333,Male,Above 45,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2334,Female,41-45,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2335,Female,26-30,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2336,Female,Above 45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2337,Female,21-25,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2338,Male,15-20,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2339,Female,21-25,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2340,Male,41-45,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2341,Female,36-40,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2342,Male,31-35,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2343,Male,36-40,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2344,Female,26-30,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2345,Female,15-20,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2346,Male,21-25,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2347,Female,Above 45,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2348,Female,31-35,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2349,Male,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2350,Female,36-40,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2351,Male,36-40,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2352,Female,26-30,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2353,Male,26-30,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2354,Male,41-45,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2355,Female,41-45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2356,Male,Above 45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2357,Male,41-45,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2358,Male,41-45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2359,Female,21-25,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2360,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2361,Male,41-45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2362,Male,26-30,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2363,Male,Above 45,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2364,Female,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2365,Male,31-35,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2366,Female,21-25,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2367,Female,15-20,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2368,Female,41-45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2369,Female,15-20,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2370,Male,Above 45,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2371,Male,15-20,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2372,Female,31-35,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2373,Male,Above 45,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2374,Male,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2375,Male,21-25,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2376,Male,26-30,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2377,Male,Above 45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2378,Male,36-40,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2379,Female,36-40,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2380,Female,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2381,Female,36-40,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2382,Female,36-40,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2383,Female,41-45,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2384,Female,36-40,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2385,Female,Above 45,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2386,Male,26-30,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2387,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2388,Female,31-35,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2389,Male,36-40,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2390,Male,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2391,Female,26-30,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2392,Male,Above 45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2393,Female,15-20,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2394,Female,26-30,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2395,Male,26-30,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2396,Male,26-30,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2397,Female,31-35,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2398,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2399,Male,15-20,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2400,Female,Above 45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2401,Male,26-30,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2402,Male,26-30,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2403,Female,26-30,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2404,Female,36-40,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2405,Male,Above 45,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2406,Male,26-30,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2407,Female,Above 45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2408,Male,15-20,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2409,Male,36-40,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2410,Female,21-25,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2411,Female,15-20,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2412,Female,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2413,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2414,Female,Above 45,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2415,Male,26-30,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2416,Female,Above 45,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2417,Female,26-30,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2418,Male,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2419,Male,31-35,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2420,Male,Above 45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2421,Female,26-30,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2422,Male,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2423,Male,31-35,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2424,Female,26-30,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2425,Female,Above 45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2426,Male,36-40,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2427,Male,31-35,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2428,Female,15-20,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2429,Female,36-40,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2430,Male,41-45,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2431,Female,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2432,Female,36-40,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2433,Male,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2434,Female,Above 45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2435,Female,31-35,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2436,Male,26-30,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2437,Female,41-45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2438,Female,Above 45,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2439,Male,15-20,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2440,Female,26-30,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2441,Male,21-25,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2442,Female,26-30,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2443,Female,36-40,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2444,Female,31-35,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2445,Male,41-45,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2446,Male,36-40,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2447,Female,41-45,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2448,Female,15-20,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2449,Female,26-30,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2450,Male,31-35,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2451,Female,41-45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2452,Male,Above 45,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2453,Male,Above 45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2454,Female,31-35,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2455,Female,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2456,Male,36-40,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2457,Male,Above 45,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2458,Male,21-25,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2459,Female,41-45,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2460,Male,21-25,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2461,Female,21-25,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2462,Male,31-35,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2463,Male,26-30,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2464,Male,36-40,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2465,Female,36-40,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2466,Female,Above 45,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2467,Female,15-20,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2468,Female,36-40,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2469,Female,26-30,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2470,Male,15-20,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2471,Female,Above 45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2472,Female,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2473,Female,31-35,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2474,Female,21-25,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2475,Male,31-35,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2476,Female,41-45,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2477,Female,Above 45,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2478,Female,15-20,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2479,Female,21-25,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2480,Male,41-45,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2481,Male,Above 45,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2482,Male,21-25,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2483,Female,31-35,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2484,Male,21-25,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2485,Female,26-30,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2486,Female,15-20,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2487,Female,26-30,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2488,Male,15-20,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2489,Female,26-30,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2490,Male,36-40,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2491,Male,Above 45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2492,Female,31-35,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2493,Female,36-40,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2494,Male,15-20,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2495,Male,21-25,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2496,Female,21-25,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2497,Female,Above 45,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2498,Female,41-45,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2499,Male,Above 45,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2500,Female,36-40,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2501,Female,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2502,Male,26-30,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2503,Female,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2504,Male,21-25,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2505,Female,36-40,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2506,Female,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2507,Male,26-30,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2508,Female,36-40,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2509,Male,15-20,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2510,Male,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2511,Female,36-40,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2512,Male,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2513,Male,26-30,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2514,Male,41-45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2515,Female,15-20,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2516,Male,31-35,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2517,Female,26-30,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2518,Female,41-45,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2519,Male,31-35,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2520,Female,26-30,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2521,Female,41-45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2522,Female,Above 45,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2523,Female,Above 45,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2524,Male,21-25,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2525,Male,15-20,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2526,Female,36-40,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2527,Female,36-40,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2528,Male,15-20,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2529,Male,21-25,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2530,Female,15-20,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2531,Female,21-25,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2532,Female,21-25,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2533,Female,21-25,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2534,Female,41-45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2535,Male,31-35,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2536,Male,15-20,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2537,Male,15-20,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2538,Male,15-20,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2539,Male,26-30,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2540,Male,Above 45,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2541,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2542,Female,36-40,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2543,Male,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2544,Female,36-40,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2545,Male,15-20,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2546,Male,21-25,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2547,Female,21-25,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2548,Male,41-45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2549,Female,26-30,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2550,Female,21-25,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2551,Female,15-20,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2552,Male,Above 45,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2553,Male,15-20,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2554,Female,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2555,Female,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2556,Female,41-45,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2557,Female,41-45,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2558,Female,15-20,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2559,Female,41-45,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2560,Female,41-45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2561,Male,Above 45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2562,Female,41-45,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2563,Male,21-25,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2564,Female,Above 45,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2565,Male,36-40,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2566,Male,36-40,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2567,Female,36-40,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2568,Female,36-40,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
